text,label,labels,original_index,predicted_label,predicted_numeric,confidence,correct,prob_neutral,prob_positive,prob_negative
"For example, the words corruption and abuse are similar because both of them can be subjects of verbs like arouse, become, betray, cause, continue, cost, exist, force, go on, grow, have, increase, lead to, and persist, etc, and both of them can modify nouns like accusation, act, allegation, appearance, and case, etc. Many methods have been proposed to compute distributional similarity between words, e.g., (Hindle, 1990), (Pereira et al. 1993), (Grefenstette 1994) and (Lin 1998)",o,0,114,o,0,0.93328506,True,0.93328506,0.058060702,0.008654216
"Furthermore, it is not possible to apply the powerful """"one sense per discourse"""" property (Yarowsky, 1995) because there is no discourse in dictionaries",o,0,115,n,2,0.82837605,False,0.14040117,0.031222748,0.82837605
"(2008)), and distributional methods (e.g., Bergsma et al",o,0,116,o,0,0.96534806,True,0.96534806,0.026477553,0.008174377
"We use the discriminative perceptron learning algorithm (Collins, 2002; McDonald et al., 2005) to train the values of vectorw",o,0,117,o,0,0.96491367,True,0.96491367,0.032251697,0.002834769
"Previous publications on Meteor (Lavie et al., 2004; Banerjee and Lavie, 2005; Lavie and Agarwal, 2007) have described the details underlying the metric and have extensively compared its performance with Bleu and several other MT evaluation metrics",o,0,118,o,0,0.91970015,True,0.91970015,0.06575029,0.014549596
"While (Yarowsky, 1995) does not discuss distinguishing more than 2 senses of a word, there is no immediate reason to doubt that the """"one sense per collocation"""" rule (Yarowsky, 1993) would still hold for a larger number of senses",p,1,119,o,0,0.6113441,False,0.6113441,0.09100139,0.2976545
"In addition, the clustering methods used, such as HMMs and Browns algorithm (Brown et al., 1992), seem unable to adequately capture the semantics of MNs since they are based only on the information of adjacent words",n,2,120,n,2,0.8508234,True,0.1151394,0.034037217,0.8508234
"This implementation is exactly the one proposed in (Yarowsky 1995), and we will denote it as MB-D hereafter",o,0,121,o,0,0.94783705,True,0.94783705,0.04032437,0.011838656
"Other systems (Morinaga et al. , 2002; Kushal et al. , 2003) also look at Web product reviews but they do not extract 345 opinions about particular product features",o,0,122,n,2,0.6490104,False,0.32191157,0.029077949,0.6490104
"It also differs from previous proposals on lexical acquisition using statistical measures such as (Church et al. , 1991; Brent, 1991; Brown et al. , 1993) which either deny the prior existence of linguistic knowledge or use linguistic knowledge in ad hoc ways",n,2,123,o,0,0.73932695,False,0.73932695,0.047867443,0.21280557
"2 Evaluation All of the experiments described below have the same basic structure: an estimator is used to infer a bitag HMM from the unsupervised training corpus (the words of Penn Treebank (PTB) Wall Street Journal corpus (Marcus et al. , 1993)), and then the resulting model is used to label each word of that corpus with one of the HMMs hidden states",o,0,124,o,0,0.96750903,True,0.96750903,0.028710665,0.0037802982
"(1999), Pedersen (2001), Yarowsky and Florian (2002)) as well as maximum entropy models (e.g. , Dang and Palmer (2002), Klein and Manning (2002))",o,0,125,o,0,0.9344357,True,0.9344357,0.052833218,0.012731057
"With this model, we can provide not only qualitative textual summarization such as good food and bad service, but also a numerical scoring of sentiment, i.e., how good the food is and how bad the service is. 2 Related Work There have been many studies on sentiment classification and opinion summarization (Pang and Lee, 2004, 2005; Gamon et al., 2005; Popescu and Etzioni, 2005; Liu et al., 2005; Zhuang et al., 2006; Kim and Hovy, 2006)",o,0,126,o,0,0.8952944,True,0.8952944,0.08921064,0.015494916
"The state of a left-corner parser does capture some linguistic generalizations (Mmming an<l Carpenter, 1997; Roark a.nd Johnson, 1999), but one might still expect sparse-data problems",o,0,127,n,2,0.55234915,False,0.37722155,0.07042935,0.55234915
"The forest representation was obtained by adopting chart generation (Kay, 1996; Car93 roll et al. , 1999) where ambiguous candidates are packed into an equivalence class and mapping a chart into a forest in the same way as parsing",o,0,128,o,0,0.96979773,True,0.96979773,0.026011981,0.004190213
"Indeed, in the II scenario, (Steedman et al. , 2003a; McClosky et al. , 2006a; Charniak, 1997) reported no improvement of the base parser for small (500 sentences, in the first paper) and large (40K sentences, in the last two papers) seed datasets respectively",o,0,129,o,0,0.5075647,True,0.5075647,0.08019085,0.4122444
"In comparison, (Yarowsky, 1995) achieved 48 Table 1: A summary of the experimental results on four polysemous words",o,0,130,o,0,0.8537531,True,0.8537531,0.0898532,0.056393668
"1 Motivation Question Answering has emerged as a key area in natural language processing (NLP) to apply question parsing, information extraction, summarization, and language generation techniques (Clark et al. , 2004; Fleischman et al. , 2003; Echihabi et al. , 2003; Yang et al. , 2003; Hermjakob et al. , 2002; Dumais et al. , 2002)",o,0,131,p,1,0.637756,False,0.3591489,0.637756,0.0030951325
"The Gaussian prior (i.e. , the P k a 2 k =7 2 k penalty) has been found in practice to be very effective in combating overfitting of the parameters to the training data (Chen and Rosenfeld 1999; Johnson et al. 1999; Lafferty, McCallum, and Pereira 2001; Riezler et al. 2002)",o,0,132,p,1,0.9207694,False,0.06894162,0.9207694,0.010288935
"Various methods (Hindle, 1990; Lin, 1998; Hagiwara et al. , 2005) have been proposed for synonym acquisition",o,0,133,o,0,0.93392617,True,0.93392617,0.061478913,0.004594887
"However, the Naive Bayes classifier has been found to perform well for word-sense disambiguation both here and in a variety of other works (e.g. , (Bruce and Wiebe, 1994a), (Gale et al. , 1992), (Leacock et al. , 1993), and (Mooney, 1996))",o,0,134,p,1,0.87051606,False,0.11729495,0.87051606,0.012188971
"Results for chunking Penn Treebank data were previously presented by several authors (Ramshaw and Marcus, 1995; Argamon et al. , 1998; Veenstra, 1998; Cardie and Pierce, 1998)",o,0,135,o,0,0.96112925,True,0.96112925,0.033777814,0.0050930376
"To identify these, we use a word-aligned corpus annotated with parse trees generated by statistical syntactic parsers [Collins, 1997; Schmidt and Schulte im Walde, 2000]",o,0,136,o,0,0.961047,True,0.961047,0.03585816,0.003094858
"The sentences were processed with the Collins parser (Collins, 1997) to generate automatic parse trees",o,0,137,o,0,0.9583606,True,0.9583606,0.037988685,0.0036506732
"Consequently, we abstract away from specifying a distribution by allowing the user to assign labels to features (c.f. Haghighi and Klein (2006) , Druck et al",o,0,138,o,0,0.958243,True,0.958243,0.033228472,0.008528571
"We conclude by noting that English language models currently used in speech recognition (Chelba and Jelinek, 1999) and automated language translation (Brants et al., 2007) are much more powerful, employing, for example, 7-gram word models (not letter models) trained on trillions of words",p,1,139,n,2,0.4801942,False,0.22926345,0.29054233,0.4801942
"For example, the HMM aligner achieves an AER of 20.7 when using the competitive thresholding heuristic of DeNero and Klein (2007)",o,0,140,o,0,0.93268085,True,0.93268085,0.05098691,0.016332243
"Instead of interpolating the two language models, we explicitly used them in the decoder and optimized their weights via minimumerror-rate (MER) training (Och, 2003)",o,0,141,o,0,0.93832505,True,0.93832505,0.049547624,0.012127355
"Liang (2005) uses the discriminative perceptron algorithm (Collins, 2002) to score whole character tag sequences, finding the best candidate by the global score",o,0,142,o,0,0.9177899,True,0.9177899,0.07600184,0.0062082233
"(Turney, 2002) is one of the most famous work that discussed learning polarity from corpus",p,1,143,p,1,0.87650144,True,0.10509288,0.87650144,0.01840564
"Charniak 1996, 1997), while most current stochastic parsing models use a """"markov grammar"""" (e.g. Collins 1999; Charniak 2000)",o,0,144,o,0,0.7925022,True,0.7925022,0.17417467,0.033323072
"However, developing the PDTB may help facilitate the production of more such corpora, through an initial pass of automatic annotation, followed by manual correction, much as was done in developing the PTB (Marcus et al. , 1993).",o,0,145,o,0,0.63385624,True,0.63385624,0.31717044,0.048973303
"For instance, Church and Hanks (1990) calculated SA in terms of mutual information between two words wl and w2: N * f(wl,w2) I(wl, w2) = log2 (1) f(wl)f(w2) here N is the size of the corpus used in the estimation, f(Wl, w2) is the frequency of the cooccurrence, f(wl) and f(w2) that of each word",o,0,146,o,0,0.9669754,True,0.9669754,0.028409036,0.0046156216
"The Collins (1997) model does not use context-free rules, but generates the next category using zeroth order Markov chains (see Section 3.3), hence no information about the previous sisters is included",o,0,147,n,2,0.6370081,False,0.33814725,0.024844632,0.6370081
"Ontologies are formal specifications of a conceptualization (Gruber, 1993) so that it seems straightforward to formalize annotation schemes as ontologies and make use of semantic annotation tools such as OntoMat (Handschuh et al. , 2001) for the purpose of linguistic annotation",o,0,148,o,0,0.93977505,True,0.93977505,0.056727976,0.0034969477
"In training process, we use GIZA++ 4 toolkit for word alignment in both translation directions, and apply grow-diag-final method to refine it (Koehn et al. , 2003)",o,0,149,o,0,0.94614387,True,0.94614387,0.049300134,0.004556055
"By introducing the hidden word alignment variable a  (Brown et al., 1993), the optimal translation can be searched for based on the following criterion: * 1 , arg max( ( , , )) M mm m ea eh = = efa             (1) where  is a string of phrases in the target language, e f  fa    is the source language string of phrases,  he  are feature functions, weights (, , ) m m  are typically optimized to maximize the scoring function (Och, 2003)",o,0,150,o,0,0.95021206,True,0.95021206,0.044093467,0.005694482
"To obtain their corresponding weights, we adapted the minimum-error-rate training algorithm (Och, 2003) to train the outside-layer model",o,0,151,o,0,0.96096694,True,0.96096694,0.035883635,0.0031494785
"Automatic Creation of WIDL-expressions for MT. We generate WIDL-expressions from Chinese strings by exploiting a phrase-based translation table (Koehn et al. , 2003)",o,0,152,o,0,0.96374965,True,0.96374965,0.03268514,0.0035652074
"2 Models, Search Spaces, and Errors A translation model consists of two distinct elements: an unweighted ruleset, and a parameterization (Lopez, 2008a; 2009)",o,0,153,o,0,0.9746361,True,0.9746361,0.021396268,0.003967586
"We use the maximum entropy tagging method described in (Kazama et al. , 2001) for the experiments, which is a variant of (Ratnaparkhi, 1996) modified to use HMM state features",o,0,154,o,0,0.9528008,True,0.9528008,0.042829752,0.004369464
